,Litros Totales,Valor USD,Area,Espesor,Rendimiento Diario,Rendimiento Std,Diferencia de Rendimientos,Diferencia de Rendimientos !(abs),DENSIDAD,MOLIENDA,LENETA,SOL PESO,SOL VOLUMEN,TEMP METAL,TIEMP METAL SEG,VISCOSIDAD,Rendimiento Canning [m2/L],Linea_encoded,Id_Fecha_Pintura,Fecha,Pintura,Linea
5008,129.0,615.33,6668.72,2.26,51.7,44.44,7.25,7.25,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-07-130028-CLEAR P/ESPUMAPintado 2,2022-07-13,0028-CLEAR P/ESPUMA,Pintado 2
5009,567.75,2708.16,29945.24,11.49,52.74,44.44,8.3,8.3,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-190028-CLEAR P/ESPUMAPintado 2,2022-08-19,0028-CLEAR P/ESPUMA,Pintado 2
5010,358.5,1710.04,12594.62,9.19,35.13,44.44,9.31,-9.31,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-180028-CLEAR P/ESPUMAPintado 2,2022-08-18,0028-CLEAR P/ESPUMA,Pintado 2
5011,567.75,2708.16,31005.53,16.33,54.61,44.44,10.17,10.17,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-160028-CLEAR P/ESPUMAPintado 2,2022-08-16,0028-CLEAR P/ESPUMA,Pintado 2
5012,378.5,1805.44,32859.63,13.74,86.82,44.44,42.37,42.37,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-150028-CLEAR P/ESPUMAPintado 2,2022-08-15,0028-CLEAR P/ESPUMA,Pintado 2
5013,378.5,1805.44,24329.5,6.3,64.28,44.44,19.84,19.84,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-130028-CLEAR P/ESPUMAPintado 2,2022-08-13,0028-CLEAR P/ESPUMA,Pintado 2
5014,249.25,1188.92,17165.84,4.04,68.87,44.44,24.43,24.43,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-200028-CLEAR P/ESPUMAPintado 2,2022-08-20,0028-CLEAR P/ESPUMA,Pintado 2
5015,327.5,1562.17,11495.39,5.67,35.1,44.44,9.34,-9.34,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-060028-CLEAR P/ESPUMAPintado 2,2022-08-06,0028-CLEAR P/ESPUMA,Pintado 2
5016,308.25,1470.35,20523.98,8.21,66.58,44.44,22.14,22.14,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-280028-CLEAR P/ESPUMAPintado 2,2022-08-28,0028-CLEAR P/ESPUMA,Pintado 2
5017,299.25,1427.42,24124.3,7.56,80.62,44.44,36.17,36.17,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-050028-CLEAR P/ESPUMAPintado 2,2022-08-05,0028-CLEAR P/ESPUMA,Pintado 2
5018,378.5,1805.44,18727.42,10.32,49.48,44.44,5.04,5.04,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-010028-CLEAR P/ESPUMAPintado 2,2022-08-01,0028-CLEAR P/ESPUMA,Pintado 2
5019,328.25,1565.75,17559.12,8.98,53.49,44.44,9.05,9.05,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-140028-CLEAR P/ESPUMAPintado 2,2022-08-14,0028-CLEAR P/ESPUMA,Pintado 2
5020,89.0,435.55,6740.86,4.27,75.74,44.44,31.3,31.3,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-270028-CLEAR P/ESPUMAPintado 2,2022-08-27,0028-CLEAR P/ESPUMA,Pintado 2
5021,60.0,435.55,20611.56,10.82,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-08-170028-CLEAR P/ESPUMAPintado 2,2022-08-17,0028-CLEAR P/ESPUMA,Pintado 2
5022,887.25,4232.17,58225.74,15.29,65.62,44.44,21.18,21.18,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-030028-CLEAR P/ESPUMAPintado 2,2022-09-03,0028-CLEAR P/ESPUMA,Pintado 2
5023,313.25,1494.2,28586.78,6.01,91.26,44.44,46.82,46.82,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-240028-CLEAR P/ESPUMAPintado 2,2022-09-24,0028-CLEAR P/ESPUMA,Pintado 2
5024,308.25,1470.35,21940.71,8.54,71.18,44.44,26.74,26.74,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-040028-CLEAR P/ESPUMAPintado 2,2022-09-04,0028-CLEAR P/ESPUMA,Pintado 2
5025,119.0,567.63,2226.72,1.29,17.32,44.44,37.1,-29.1,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-280028-CLEAR P/ESPUMAPintado 2,2022-09-28,0028-CLEAR P/ESPUMA,Pintado 2
5026,109.0,519.93,4916.06,3.56,45.1,44.44,0.66,0.66,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-220028-CLEAR P/ESPUMAPintado 2,2022-09-22,0028-CLEAR P/ESPUMA,Pintado 2
5027,139.25,664.22,7387.56,3.2,53.05,44.44,8.61,8.61,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-230028-CLEAR P/ESPUMAPintado 2,2022-09-23,0028-CLEAR P/ESPUMA,Pintado 2
5028,98.0,467.46,11636.91,1.92,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-020028-CLEAR P/ESPUMAPintado 2,2022-09-02,0028-CLEAR P/ESPUMA,Pintado 2
5029,60.0,435.55,2226.72,1.62,47.65,44.44,3.21,3.21,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-09-260028-CLEAR P/ESPUMAPintado 2,2022-09-26,0028-CLEAR P/ESPUMA,Pintado 2
5030,717.0,3420.08,66278.15,16.48,95.23,44.44,50.79,50.79,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-290028-CLEAR P/ESPUMAPintado 2,2022-10-29,0028-CLEAR P/ESPUMA,Pintado 2
5031,497.75,2374.26,22703.98,11.55,45.61,44.44,1.17,1.17,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-160028-CLEAR P/ESPUMAPintado 2,2022-10-16,0028-CLEAR P/ESPUMA,Pintado 2
5032,867.0,4135.58,45549.95,20.15,52.54,44.44,8.1,8.1,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-310028-CLEAR P/ESPUMAPintado 2,2022-10-31,0028-CLEAR P/ESPUMA,Pintado 2
5033,631.15,3010.58,47707.33,14.28,75.59,44.44,31.15,31.15,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-170028-CLEAR P/ESPUMAPintado 2,2022-10-17,0028-CLEAR P/ESPUMA,Pintado 2
5034,234.25,1117.37,18777.47,6.83,80.16,44.44,35.72,35.72,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-230028-CLEAR P/ESPUMAPintado 2,2022-10-23,0028-CLEAR P/ESPUMA,Pintado 2
5035,164.25,783.47,23978.37,10.99,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-300028-CLEAR P/ESPUMAPintado 2,2022-10-30,0028-CLEAR P/ESPUMA,Pintado 2
5036,65.25,435.55,3834.19,3.03,58.76,44.44,14.32,14.32,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-030028-CLEAR P/ESPUMAPintado 2,2022-10-03,0028-CLEAR P/ESPUMA,Pintado 2
5037,60.0,435.55,3064.94,1.42,62.55,44.44,18.11,18.11,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-10-180028-CLEAR P/ESPUMAPintado 2,2022-10-18,0028-CLEAR P/ESPUMA,Pintado 2
5038,468.75,2235.93,21880.11,7.5,46.68,44.44,2.24,2.24,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-11-170028-CLEAR P/ESPUMAPintado 2,2022-11-17,0028-CLEAR P/ESPUMA,Pintado 2
5039,567.75,2708.16,29947.68,12.6,52.75,44.44,8.31,8.31,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-11-120028-CLEAR P/ESPUMAPintado 2,2022-11-12,0028-CLEAR P/ESPUMA,Pintado 2
5040,274.5,1309.36,27606.03,8.15,100.57,44.44,56.13,56.13,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-11-030028-CLEAR P/ESPUMAPintado 2,2022-11-03,0028-CLEAR P/ESPUMA,Pintado 2
5041,528.75,2522.13,28879.68,11.88,54.62,44.44,10.18,10.18,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-11-020028-CLEAR P/ESPUMAPintado 2,2022-11-02,0028-CLEAR P/ESPUMA,Pintado 2
5042,229.25,1093.52,26234.38,21.5,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2022-11-010028-CLEAR P/ESPUMAPintado 2,2022-11-01,0028-CLEAR P/ESPUMA,Pintado 2
5043,228.25,1198.31,19404.86,6.19,85.02,44.44,40.57,40.57,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-260028-CLEAR P/ESPUMAPintado 2,2023-03-26,0028-CLEAR P/ESPUMA,Pintado 2
5044,169.0,887.25,11978.76,2.91,70.88,44.44,26.44,26.44,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-160028-CLEAR P/ESPUMAPintado 2,2023-03-16,0028-CLEAR P/ESPUMA,Pintado 2
5045,991.36,5204.63,62566.45,28.18,63.11,44.44,18.67,18.67,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-100028-CLEAR P/ESPUMAPintado 2,2023-03-10,0028-CLEAR P/ESPUMA,Pintado 2
5046,308.75,1620.93,21376.71,7.81,69.24,44.44,24.8,24.8,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-140028-CLEAR P/ESPUMAPintado 2,2023-03-14,0028-CLEAR P/ESPUMA,Pintado 2
5047,429.5,2254.87,15802.98,13.14,36.79,44.44,7.65,-7.65,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-180028-CLEAR P/ESPUMAPintado 2,2023-03-18,0028-CLEAR P/ESPUMA,Pintado 2
5048,99.25,521.06,19139.35,12.15,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-170028-CLEAR P/ESPUMAPintado 2,2023-03-17,0028-CLEAR P/ESPUMA,Pintado 2
5049,1453.75,7632.17,66278.15,23.48,57.04,44.44,12.6,12.6,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-090028-CLEAR P/ESPUMAPintado 2,2023-03-09,0028-CLEAR P/ESPUMA,Pintado 2
5050,696.75,3657.93,46242.98,22.27,66.37,44.44,21.93,21.93,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-120028-CLEAR P/ESPUMAPintado 2,2023-03-12,0028-CLEAR P/ESPUMA,Pintado 2
5051,757.0,3974.24,57611.49,29.88,76.11,44.44,31.66,31.66,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-03-110028-CLEAR P/ESPUMAPintado 2,2023-03-11,0028-CLEAR P/ESPUMA,Pintado 2
5052,343.25,1802.06,22528.24,8.78,65.63,44.44,21.19,21.19,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-270028-CLEAR P/ESPUMAPintado 2,2023-04-27,0028-CLEAR P/ESPUMA,Pintado 2
5053,258.25,1355.81,18164.29,12.64,70.34,44.44,25.9,25.9,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-190028-CLEAR P/ESPUMAPintado 2,2023-04-19,0028-CLEAR P/ESPUMA,Pintado 2
5054,827.25,4343.05,54352.19,29.41,65.7,44.44,21.26,21.26,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-290028-CLEAR P/ESPUMAPintado 2,2023-04-29,0028-CLEAR P/ESPUMA,Pintado 2
5055,762.0,4000.49,48909.71,19.6,64.19,44.44,19.75,19.75,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-260028-CLEAR P/ESPUMAPintado 2,2023-04-26,0028-CLEAR P/ESPUMA,Pintado 2
5056,472.75,2481.93,32097.42,15.45,67.9,44.44,23.45,23.45,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-250028-CLEAR P/ESPUMAPintado 2,2023-04-25,0028-CLEAR P/ESPUMA,Pintado 2
5057,882.25,4631.8,53590.12,14.09,60.74,44.44,16.3,16.3,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-280028-CLEAR P/ESPUMAPintado 2,2023-04-28,0028-CLEAR P/ESPUMA,Pintado 2
5058,567.75,2980.68,43139.32,29.29,75.98,44.44,31.54,31.54,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-300028-CLEAR P/ESPUMAPintado 2,2023-04-30,0028-CLEAR P/ESPUMA,Pintado 2
5059,189.25,993.56,7800.77,3.42,41.22,44.44,3.22,-3.22,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-04-180028-CLEAR P/ESPUMAPintado 2,2023-04-18,0028-CLEAR P/ESPUMA,Pintado 2
5060,674.75,3542.43,37986.59,18.55,56.3,44.44,11.86,11.86,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-130028-CLEAR P/ESPUMAPintado 2,2023-05-13,0028-CLEAR P/ESPUMA,Pintado 2
5061,60.0,435.55,16378.41,8.91,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-140028-CLEAR P/ESPUMAPintado 2,2023-05-14,0028-CLEAR P/ESPUMA,Pintado 2
5062,60.0,435.55,5488.6,2.96,101.17,44.44,56.73,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-180028-CLEAR P/ESPUMAPintado 2,2023-05-18,0028-CLEAR P/ESPUMA,Pintado 2
5063,1600.0,14957.5,39154.28,14.04,17.32,44.44,32.17,-29.1,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-240028-CLEAR P/ESPUMAPintado 2,2023-05-24,0028-CLEAR P/ESPUMA,Pintado 2
5064,861.25,4521.55,56023.93,35.19,65.05,44.44,20.61,20.61,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-010028-CLEAR P/ESPUMAPintado 2,2023-05-01,0028-CLEAR P/ESPUMA,Pintado 2
5065,189.25,993.56,7384.87,3.97,39.02,44.44,5.42,-5.42,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-300028-CLEAR P/ESPUMAPintado 2,2023-05-30,0028-CLEAR P/ESPUMA,Pintado 2
5066,189.25,993.56,19799.96,4.9,104.62,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-120028-CLEAR P/ESPUMAPintado 2,2023-05-12,0028-CLEAR P/ESPUMA,Pintado 2
5067,378.5,1987.12,23956.53,16.22,63.29,44.44,18.85,18.85,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-040028-CLEAR P/ESPUMAPintado 2,2023-05-04,0028-CLEAR P/ESPUMA,Pintado 2
5068,189.25,993.56,12172.96,6.64,64.32,44.44,19.88,19.88,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-05-030028-CLEAR P/ESPUMAPintado 2,2023-05-03,0028-CLEAR P/ESPUMA,Pintado 2
5069,313.5,1645.87,16428.67,7.9,52.4,44.44,7.96,7.96,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-06-160028-CLEAR P/ESPUMAPintado 2,2023-06-16,0028-CLEAR P/ESPUMA,Pintado 2
5070,119.0,624.75,4778.41,2.42,40.15,44.44,4.29,-4.29,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-06-090028-CLEAR P/ESPUMAPintado 2,2023-06-09,0028-CLEAR P/ESPUMA,Pintado 2
5071,189.25,993.56,8794.85,3.58,46.47,44.44,2.03,2.03,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-06-050028-CLEAR P/ESPUMAPintado 2,2023-06-05,0028-CLEAR P/ESPUMA,Pintado 2
5072,567.75,2906.88,30018.93,9.01,52.87,44.44,8.43,8.43,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-040028-CLEAR P/ESPUMAPintado 2,2023-07-04,0028-CLEAR P/ESPUMA,Pintado 2
5073,607.0,3107.84,56372.74,29.71,92.87,44.44,48.43,48.43,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-120028-CLEAR P/ESPUMAPintado 2,2023-07-12,0028-CLEAR P/ESPUMA,Pintado 2
5074,1600.0,8264.96,66278.15,22.51,50.47,44.44,6.03,6.03,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-280028-CLEAR P/ESPUMAPintado 2,2023-07-28,0028-CLEAR P/ESPUMA,Pintado 2
5075,927.5,4748.8,32430.03,14.59,34.96,44.44,9.48,-9.48,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-080028-CLEAR P/ESPUMAPintado 2,2023-07-08,0028-CLEAR P/ESPUMA,Pintado 2
5076,89.0,455.68,6749.32,1.75,75.84,44.44,31.39,31.39,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-270028-CLEAR P/ESPUMAPintado 2,2023-07-27,0028-CLEAR P/ESPUMA,Pintado 2
5077,278.25,1424.64,18137.55,5.89,65.18,44.44,20.74,20.74,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-060028-CLEAR P/ESPUMAPintado 2,2023-07-06,0028-CLEAR P/ESPUMA,Pintado 2
5078,663.7,3398.14,42025.52,14.18,63.32,44.44,18.88,18.88,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-170028-CLEAR P/ESPUMAPintado 2,2023-07-17,0028-CLEAR P/ESPUMA,Pintado 2
5079,279.25,1429.76,20963.02,11.34,75.07,44.44,30.63,30.63,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-110028-CLEAR P/ESPUMAPintado 2,2023-07-11,0028-CLEAR P/ESPUMA,Pintado 2
5080,99.25,508.16,11708.46,7.35,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-100028-CLEAR P/ESPUMAPintado 2,2023-07-10,0028-CLEAR P/ESPUMA,Pintado 2
5081,289.25,1480.96,9971.05,4.79,34.47,44.44,9.97,-9.97,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-130028-CLEAR P/ESPUMAPintado 2,2023-07-13,0028-CLEAR P/ESPUMA,Pintado 2
5082,324.5,1661.44,26520.51,7.17,81.73,44.44,37.29,37.29,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-030028-CLEAR P/ESPUMAPintado 2,2023-07-03,0028-CLEAR P/ESPUMA,Pintado 2
5083,139.0,711.68,4847.32,2.35,34.87,44.44,9.57,-9.57,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-180028-CLEAR P/ESPUMAPintado 2,2023-07-18,0028-CLEAR P/ESPUMA,Pintado 2
5084,946.25,4844.8,52214.02,17.5,55.18,44.44,10.74,10.74,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-310028-CLEAR P/ESPUMAPintado 2,2023-07-31,0028-CLEAR P/ESPUMA,Pintado 2
5085,1324.75,6782.72,66278.15,21.99,61.37,44.44,16.93,16.93,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-300028-CLEAR P/ESPUMAPintado 2,2023-07-30,0028-CLEAR P/ESPUMA,Pintado 2
5086,946.25,4844.8,53468.09,17.23,56.51,44.44,12.06,12.06,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-290028-CLEAR P/ESPUMAPintado 2,2023-07-29,0028-CLEAR P/ESPUMA,Pintado 2
5087,378.5,1937.92,34995.14,19.19,92.46,44.44,48.02,48.02,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-090028-CLEAR P/ESPUMAPintado 2,2023-07-09,0028-CLEAR P/ESPUMA,Pintado 2
5088,378.5,1937.92,19132.04,8.63,50.55,44.44,6.11,6.11,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-07-070028-CLEAR P/ESPUMAPintado 2,2023-07-07,0028-CLEAR P/ESPUMA,Pintado 2
5089,748.0,3829.76,33038.45,10.37,44.17,44.44,0.5,-0.27,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-030028-CLEAR P/ESPUMAPintado 2,2023-08-03,0028-CLEAR P/ESPUMA,Pintado 2
5090,567.5,2905.6,39755.38,10.67,70.05,44.44,25.61,25.61,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-300028-CLEAR P/ESPUMAPintado 2,2023-08-30,0028-CLEAR P/ESPUMA,Pintado 2
5091,743.25,3805.44,46670.71,15.96,62.79,44.44,18.35,18.35,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-310028-CLEAR P/ESPUMAPintado 2,2023-08-31,0028-CLEAR P/ESPUMA,Pintado 2
5092,80.0,435.55,17101.19,6.91,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-200028-CLEAR P/ESPUMAPintado 2,2023-08-20,0028-CLEAR P/ESPUMA,Pintado 2
5093,1600.0,8212.48,65330.39,20.44,40.73,44.44,3.71,-3.71,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-100028-CLEAR P/ESPUMAPintado 2,2023-08-10,0028-CLEAR P/ESPUMA,Pintado 2
5094,227.72,1165.93,12023.26,3.61,52.8,44.44,8.36,8.36,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-160028-CLEAR P/ESPUMAPintado 2,2023-08-16,0028-CLEAR P/ESPUMA,Pintado 2
5095,378.5,1937.92,32172.63,17.25,85.0,44.44,40.56,40.56,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-180028-CLEAR P/ESPUMAPintado 2,2023-08-18,0028-CLEAR P/ESPUMA,Pintado 2
5096,567.75,2906.88,37558.94,9.88,66.15,44.44,21.71,21.71,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-090028-CLEAR P/ESPUMAPintado 2,2023-08-09,0028-CLEAR P/ESPUMA,Pintado 2
5097,946.25,4844.8,58861.66,15.12,62.21,44.44,17.76,17.76,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-08-020028-CLEAR P/ESPUMAPintado 2,2023-08-02,0028-CLEAR P/ESPUMA,Pintado 2
5098,867.25,4440.32,43652.31,23.67,50.33,44.44,5.89,5.89,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-030028-CLEAR P/ESPUMAPintado 2,2023-09-03,0028-CLEAR P/ESPUMA,Pintado 2
5099,1035.25,5300.48,45716.34,25.11,44.16,44.44,0.5,-0.28,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-010028-CLEAR P/ESPUMAPintado 2,2023-09-01,0028-CLEAR P/ESPUMA,Pintado 2
5100,224.5,1149.44,9966.7,2.23,44.4,44.44,0.5,-0.05,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-110028-CLEAR P/ESPUMAPintado 2,2023-09-11,0028-CLEAR P/ESPUMA,Pintado 2
5101,189.25,968.96,10239.32,3.77,54.1,44.44,9.66,9.66,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-190028-CLEAR P/ESPUMAPintado 2,2023-09-19,0028-CLEAR P/ESPUMA,Pintado 2
5102,189.25,968.96,12906.03,8.62,68.2,44.44,23.75,23.75,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-040028-CLEAR P/ESPUMAPintado 2,2023-09-04,0028-CLEAR P/ESPUMA,Pintado 2
5103,189.25,968.96,34283.69,24.68,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-09-020028-CLEAR P/ESPUMAPintado 2,2023-09-02,0028-CLEAR P/ESPUMA,Pintado 2
5104,60.0,435.55,2583.03,2.13,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-130028-CLEAR P/ESPUMAPintado 2,2023-10-13,0028-CLEAR P/ESPUMA,Pintado 2
5105,559.58,2865.03,29378.53,11.24,52.5,44.44,8.06,8.06,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-060028-CLEAR P/ESPUMAPintado 2,2023-10-06,0028-CLEAR P/ESPUMA,Pintado 2
5106,488.0,2498.56,31757.16,11.12,65.08,44.44,20.64,20.64,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-010028-CLEAR P/ESPUMAPintado 2,2023-10-01,0028-CLEAR P/ESPUMA,Pintado 2
5107,756.75,3874.56,55304.49,35.75,73.08,44.44,28.64,28.64,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-260028-CLEAR P/ESPUMAPintado 2,2023-10-26,0028-CLEAR P/ESPUMA,Pintado 2
5108,826.25,4230.4,57633.48,28.93,69.75,44.44,25.31,25.31,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-290028-CLEAR P/ESPUMAPintado 2,2023-10-29,0028-CLEAR P/ESPUMA,Pintado 2
5109,69.25,435.55,4929.36,1.77,71.18,44.44,26.74,26.74,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-170028-CLEAR P/ESPUMAPintado 2,2023-10-17,0028-CLEAR P/ESPUMA,Pintado 2
5110,498.75,2553.6,62559.12,38.49,110.92,44.44,58.91,56.51,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-270028-CLEAR P/ESPUMAPintado 2,2023-10-27,0028-CLEAR P/ESPUMA,Pintado 2
5111,1278.5,6545.92,66278.15,25.8,54.76,44.44,10.32,10.32,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-250028-CLEAR P/ESPUMAPintado 2,2023-10-25,0028-CLEAR P/ESPUMA,Pintado 2
5112,150.0,768.0,7610.83,1.51,50.74,44.44,6.3,6.3,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-020028-CLEAR P/ESPUMAPintado 2,2023-10-02,0028-CLEAR P/ESPUMA,Pintado 2
5113,567.75,2906.88,48723.65,34.78,85.82,44.44,41.38,41.38,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-280028-CLEAR P/ESPUMAPintado 2,2023-10-28,0028-CLEAR P/ESPUMA,Pintado 2
5114,189.25,968.96,8173.92,4.24,43.19,44.44,1.25,-1.25,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-220028-CLEAR P/ESPUMAPintado 2,2023-10-22,0028-CLEAR P/ESPUMA,Pintado 2
5115,189.25,968.96,10630.16,6.16,56.17,44.44,11.73,11.73,1.02,,,40.4,34.37,237.83,20.67,21.0,50.45,1,2023-10-140028-CLEAR P/ESPUMAPintado 2,2023-10-14,0028-CLEAR P/ESPUMA,Pintado 2
