,Litros Totales,Valor USD,Area,Espesor,Rendimiento Diario,Rendimiento Std,Diferencia de Rendimientos,Diferencia de Rendimientos !(abs),DENSIDAD,MOLIENDA,LENETA,SOL PESO,SOL VOLUMEN,TEMP METAL,TIEMP METAL SEG,VISCOSIDAD,Rendimiento Canning [m2/L],Linea_encoded,Id_Fecha_Pintura,Fecha,Pintura,Linea
100,475.0,7405.25,11173.1,8.9,23.52,25.2,1.67,-1.67,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-08-200439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-20,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
101,315.0,4910.85,6221.66,5.17,19.75,25.2,5.45,-5.45,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-08-170439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-17,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
102,185.0,2884.15,2960.47,2.25,17.32,25.2,9.19,-9.19,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-08-280439-PRIVATE LABEL GRAY TEXTPintado 2,2022-08-28,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
103,505.0,7872.95,10323.13,8.08,20.44,25.2,4.76,-4.76,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2022-09-240439-PRIVATE LABEL GRAY TEXTPintado 2,2022-09-24,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
104,480.0,7348.8,9005.63,6.65,18.76,25.2,6.44,-6.44,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2023-05-120439-PRIVATE LABEL GRAY TEXTPintado 2,2023-05-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
105,400.0,5972.0,8555.91,5.92,21.39,25.2,3.81,-3.81,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2023-11-060439-PRIVATE LABEL GRAY TEXTPintado 2,2023-11-06,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
106,440.0,6569.2,10208.38,12.48,23.2,25.2,2.0,-2.0,1.09,,,58.0,50.0,236.5,22.0,22.5,25.2,1,2023-12-120439-PRIVATE LABEL GRAY TEXTPintado 2,2023-12-12,0439-PRIVATE LABEL GRAY TEXT,Pintado 2
107,251.68,3526.04,7659.79,7.97,30.43,37.12,6.68,-6.68,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2021-08-170543-BLACK METALLICPintado 1,2021-08-17,0543-BLACK METALLIC,Pintado 1
108,150.0,2101.5,5827.33,6.48,38.85,37.12,1.73,1.73,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2021-09-040543-BLACK METALLICPintado 1,2021-09-04,0543-BLACK METALLIC,Pintado 1
109,90.0,1260.9,3905.67,4.34,43.4,37.12,6.28,6.28,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2021-10-150543-BLACK METALLICPintado 1,2021-10-15,0543-BLACK METALLIC,Pintado 1
110,79.0,1106.79,3637.22,3.64,46.04,37.12,8.92,8.92,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2021-10-220543-BLACK METALLICPintado 1,2021-10-22,0543-BLACK METALLIC,Pintado 1
111,60.0,435.55,2226.72,1.29,41.41,37.12,4.29,4.29,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2021-12-020543-BLACK METALLICPintado 1,2021-12-02,0543-BLACK METALLIC,Pintado 1
112,165.46,2316.38,13178.55,13.65,79.65,37.12,42.53,42.53,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-01-300543-BLACK METALLICPintado 1,2022-01-30,0543-BLACK METALLIC,Pintado 1
113,189.25,2649.5,16457.9,18.34,86.96,37.12,49.85,49.85,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-03-110543-BLACK METALLICPintado 1,2022-03-11,0543-BLACK METALLIC,Pintado 1
114,189.25,2649.5,7839.46,7.26,41.42,37.12,4.31,4.31,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-03-030543-BLACK METALLICPintado 1,2022-03-03,0543-BLACK METALLIC,Pintado 1
115,60.0,714.0,3283.29,3.62,64.38,37.12,27.26,27.26,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-04-240543-BLACK METALLICPintado 1,2022-04-24,0543-BLACK METALLIC,Pintado 1
116,80.0,1120.0,3228.61,3.66,40.36,37.12,3.24,3.24,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-05-300543-BLACK METALLICPintado 1,2022-05-30,0543-BLACK METALLIC,Pintado 1
117,60.0,653.52,2277.81,2.94,48.8,37.12,11.68,11.68,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-05-280543-BLACK METALLICPintado 1,2022-05-28,0543-BLACK METALLIC,Pintado 1
118,185.68,2599.52,5886.43,5.78,31.7,37.12,5.42,-5.42,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-06-090543-BLACK METALLICPintado 1,2022-06-09,0543-BLACK METALLIC,Pintado 1
119,289.25,4535.44,12390.64,13.15,42.84,37.12,5.72,5.72,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-07-080543-BLACK METALLICPintado 1,2022-07-08,0543-BLACK METALLIC,Pintado 1
120,144.25,2261.84,5249.57,5.13,36.39,37.12,0.73,-0.73,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-08-260543-BLACK METALLICPintado 1,2022-08-26,0543-BLACK METALLIC,Pintado 1
121,60.0,435.55,2226.72,1.29,48.96,37.12,11.84,11.84,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-08-250543-BLACK METALLICPintado 1,2022-08-25,0543-BLACK METALLIC,Pintado 1
122,60.0,819.28,3111.99,2.93,59.56,37.12,22.44,22.44,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-09-280543-BLACK METALLICPintado 1,2022-09-28,0543-BLACK METALLIC,Pintado 1
123,60.0,435.55,2226.72,1.29,40.34,37.12,3.22,3.22,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-09-240543-BLACK METALLICPintado 1,2022-09-24,0543-BLACK METALLIC,Pintado 1
124,297.0,4656.96,11876.33,12.51,39.99,37.12,2.87,2.87,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-10-090543-BLACK METALLICPintado 1,2022-10-09,0543-BLACK METALLIC,Pintado 1
125,363.36,5697.48,14166.51,14.6,38.99,37.12,1.87,1.87,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2022-11-200543-BLACK METALLICPintado 1,2022-11-20,0543-BLACK METALLIC,Pintado 1
126,254.25,3981.56,7620.27,7.99,29.97,37.12,7.15,-7.15,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-03-170543-BLACK METALLICPintado 1,2023-03-17,0543-BLACK METALLIC,Pintado 1
127,238.25,3731.0,8247.4,8.78,34.62,37.12,2.5,-2.5,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-06-210543-BLACK METALLICPintado 1,2023-06-21,0543-BLACK METALLIC,Pintado 1
128,139.0,2176.74,5558.95,6.55,39.99,37.12,2.87,2.87,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-06-010543-BLACK METALLICPintado 1,2023-06-01,0543-BLACK METALLIC,Pintado 1
129,443.5,6772.25,16352.24,17.5,36.87,37.12,0.5,-0.25,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-08-080543-BLACK METALLICPintado 1,2023-08-08,0543-BLACK METALLIC,Pintado 1
130,75.25,1149.07,2226.72,2.18,27.79,37.12,9.33,-9.33,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-09-050543-BLACK METALLICPintado 1,2023-09-05,0543-BLACK METALLIC,Pintado 1
131,189.25,2889.85,4797.43,5.11,25.35,37.12,11.77,-11.77,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-09-090543-BLACK METALLICPintado 1,2023-09-09,0543-BLACK METALLIC,Pintado 1
132,84.0,1282.68,4230.29,4.44,50.36,37.12,13.24,13.24,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-10-070543-BLACK METALLICPintado 1,2023-10-07,0543-BLACK METALLIC,Pintado 1
133,189.25,2889.85,6242.64,6.58,32.99,37.12,4.13,-4.13,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2023-11-110543-BLACK METALLICPintado 1,2023-11-11,0543-BLACK METALLIC,Pintado 1
134,114.25,1770.88,6483.38,6.07,56.75,37.12,19.63,19.63,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2024-01-060543-BLACK METALLICPintado 1,2024-01-06,0543-BLACK METALLIC,Pintado 1
135,189.25,2933.38,8709.96,8.77,46.02,37.12,8.91,8.91,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2024-01-270543-BLACK METALLICPintado 1,2024-01-27,0543-BLACK METALLIC,Pintado 1
136,150.25,2328.88,5864.56,5.93,39.03,37.12,1.91,1.91,1.08,7.0,,53.0,44.5,238.5,20.0,32.5,37.12,0,2024-02-110543-BLACK METALLICPintado 1,2024-02-11,0543-BLACK METALLIC,Pintado 1
137,160.0,2419.2,3366.35,2.77,21.04,29.39,8.35,-8.35,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2021-08-171474-PRINTING DARK SILVER INOXPintado 1,2021-08-17,1474-PRINTING DARK SILVER INOX,Pintado 1
138,335.0,5065.2,8947.38,8.36,26.71,29.39,2.68,-2.68,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2021-09-211474-PRINTING DARK SILVER INOXPintado 1,2021-09-21,1474-PRINTING DARK SILVER INOX,Pintado 1
139,400.0,6048.0,10761.31,7.63,26.9,29.39,2.49,-2.49,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2021-11-301474-PRINTING DARK SILVER INOXPintado 1,2021-11-30,1474-PRINTING DARK SILVER INOX,Pintado 1
140,545.0,8240.4,17717.11,14.65,32.51,29.39,3.12,3.12,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2021-12-291474-PRINTING DARK SILVER INOXPintado 1,2021-12-29,1474-PRINTING DARK SILVER INOX,Pintado 1
141,220.0,3493.6,7136.57,5.63,32.44,29.39,3.05,3.05,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-01-311474-PRINTING DARK SILVER INOXPintado 1,2022-01-31,1474-PRINTING DARK SILVER INOX,Pintado 1
142,421.0,6685.48,12708.26,9.12,30.19,29.39,0.8,0.8,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-02-231474-PRINTING DARK SILVER INOXPintado 1,2022-02-23,1474-PRINTING DARK SILVER INOX,Pintado 1
143,130.0,2064.4,4907.67,4.99,37.75,29.39,8.36,8.36,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-03-111474-PRINTING DARK SILVER INOXPintado 1,2022-03-11,1474-PRINTING DARK SILVER INOX,Pintado 1
144,182.0,2890.16,8636.28,7.04,47.45,29.39,18.06,18.06,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-05-291474-PRINTING DARK SILVER INOXPintado 1,2022-05-29,1474-PRINTING DARK SILVER INOX,Pintado 1
145,121.0,1921.48,3610.41,2.8,29.84,29.39,0.5,0.45,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-05-171474-PRINTING DARK SILVER INOXPintado 1,2022-05-17,1474-PRINTING DARK SILVER INOX,Pintado 1
146,200.0,3176.0,6880.83,5.53,34.4,29.39,5.01,5.01,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-06-151474-PRINTING DARK SILVER INOXPintado 1,2022-06-15,1474-PRINTING DARK SILVER INOX,Pintado 1
147,183.0,2906.04,6091.78,4.88,33.29,29.39,3.9,3.9,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-06-031474-PRINTING DARK SILVER INOXPintado 1,2022-06-03,1474-PRINTING DARK SILVER INOX,Pintado 1
148,110.0,1956.9,3094.27,2.76,28.13,29.39,1.26,-1.26,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-07-081474-PRINTING DARK SILVER INOXPintado 1,2022-07-08,1474-PRINTING DARK SILVER INOX,Pintado 1
149,490.0,8717.1,15314.13,11.9,31.25,29.39,1.86,1.86,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-08-121474-PRINTING DARK SILVER INOXPintado 1,2022-08-12,1474-PRINTING DARK SILVER INOX,Pintado 1
150,200.0,3558.0,7346.98,6.29,36.73,29.39,7.34,7.34,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-09-291474-PRINTING DARK SILVER INOXPintado 1,2022-09-29,1474-PRINTING DARK SILVER INOX,Pintado 1
151,200.0,3558.0,6657.84,5.61,33.29,29.39,3.9,3.9,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-09-261474-PRINTING DARK SILVER INOXPintado 1,2022-09-26,1474-PRINTING DARK SILVER INOX,Pintado 1
152,275.0,4892.25,2639.33,2.11,17.32,29.39,19.79,-19.79,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2022-09-301474-PRINTING DARK SILVER INOXPintado 1,2022-09-30,1474-PRINTING DARK SILVER INOX,Pintado 1
153,323.0,5500.69,8308.66,6.98,25.72,29.39,3.67,-3.67,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2023-10-281474-PRINTING DARK SILVER INOXPintado 1,2023-10-28,1474-PRINTING DARK SILVER INOX,Pintado 1
154,120.0,2043.6,3576.29,3.46,29.8,29.39,0.5,0.41,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2023-10-231474-PRINTING DARK SILVER INOXPintado 1,2023-10-23,1474-PRINTING DARK SILVER INOX,Pintado 1
155,260.0,4427.8,6474.99,4.29,24.9,29.39,4.49,-4.49,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2023-12-211474-PRINTING DARK SILVER INOXPintado 1,2023-12-21,1474-PRINTING DARK SILVER INOX,Pintado 1
156,303.0,4975.26,11338.86,9.68,37.42,29.39,8.03,8.03,1.05,7.25,,51.0,43.0,220.0,20.0,22.0,29.39,0,2024-01-241474-PRINTING DARK SILVER INOXPintado 1,2024-01-24,1474-PRINTING DARK SILVER INOX,Pintado 1
157,635.0,7664.45,15337.43,8.69,24.15,22.57,1.58,1.58,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-08-100405-TAUPE METALLICPintado 1,2021-08-10,0405-TAUPE METALLIC,Pintado 1
158,575.0,6940.25,13573.52,7.87,23.61,22.57,1.03,1.03,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-08-200405-TAUPE METALLICPintado 1,2021-08-20,0405-TAUPE METALLIC,Pintado 1
159,305.0,3681.35,7762.69,5.51,25.45,22.57,2.88,2.88,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-09-280405-TAUPE METALLICPintado 1,2021-09-28,0405-TAUPE METALLIC,Pintado 1
160,135.0,1629.45,3728.93,2.95,27.62,22.57,5.05,5.05,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-09-130405-TAUPE METALLICPintado 1,2021-09-13,0405-TAUPE METALLIC,Pintado 1
161,545.0,6578.15,14828.31,6.7,27.21,22.57,4.64,4.64,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-10-220405-TAUPE METALLICPintado 1,2021-10-22,0405-TAUPE METALLIC,Pintado 1
162,920.0,11104.4,22693.64,10.71,24.67,22.57,2.09,2.09,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-10-120405-TAUPE METALLICPintado 1,2021-10-12,0405-TAUPE METALLIC,Pintado 1
163,400.0,4828.0,8279.81,4.51,20.7,22.57,1.87,-1.87,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-10-300405-TAUPE METALLICPintado 1,2021-10-30,0405-TAUPE METALLIC,Pintado 1
164,330.0,3983.1,7417.01,4.66,22.48,22.57,0.5,-0.1,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-11-280405-TAUPE METALLICPintado 1,2021-11-28,0405-TAUPE METALLIC,Pintado 1
165,170.0,2051.9,4260.1,1.7,25.06,22.57,2.49,2.49,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-11-220405-TAUPE METALLICPintado 1,2021-11-22,0405-TAUPE METALLIC,Pintado 1
166,405.0,4888.35,9018.99,7.87,22.27,22.57,0.5,-0.3,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2021-12-300405-TAUPE METALLICPintado 1,2021-12-30,0405-TAUPE METALLIC,Pintado 1
167,505.0,6095.35,12489.32,6.0,24.73,22.57,2.16,2.16,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-01-220405-TAUPE METALLICPintado 1,2022-01-22,0405-TAUPE METALLIC,Pintado 1
168,200.0,2414.0,3711.68,2.45,18.56,22.57,4.01,-4.01,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-02-020405-TAUPE METALLICPintado 1,2022-02-02,0405-TAUPE METALLIC,Pintado 1
169,200.0,2414.0,8132.07,5.56,40.66,22.57,18.09,18.09,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-02-180405-TAUPE METALLICPintado 1,2022-02-18,0405-TAUPE METALLIC,Pintado 1
170,625.0,7543.75,15483.91,10.9,24.77,22.57,2.2,2.2,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-02-110405-TAUPE METALLICPintado 1,2022-02-11,0405-TAUPE METALLIC,Pintado 1
171,430.0,5190.1,10819.19,6.29,25.16,22.57,2.59,2.59,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-03-030405-TAUPE METALLICPintado 1,2022-03-03,0405-TAUPE METALLIC,Pintado 1
172,260.0,3138.2,6034.84,3.12,23.21,22.57,0.64,0.64,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-03-220405-TAUPE METALLICPintado 1,2022-03-22,0405-TAUPE METALLIC,Pintado 1
173,245.0,2957.15,4985.6,3.08,20.35,22.57,2.22,-2.22,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-03-110405-TAUPE METALLICPintado 1,2022-03-11,0405-TAUPE METALLIC,Pintado 1
174,450.0,5431.5,12006.82,8.57,26.68,22.57,4.11,4.11,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-03-190405-TAUPE METALLICPintado 1,2022-03-19,0405-TAUPE METALLIC,Pintado 1
175,110.0,1327.7,2566.95,1.81,23.34,22.57,0.76,0.76,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-03-120405-TAUPE METALLICPintado 1,2022-03-12,0405-TAUPE METALLIC,Pintado 1
176,182.0,2196.74,3509.88,1.86,19.29,22.57,3.29,-3.29,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-04-150405-TAUPE METALLICPintado 1,2022-04-15,0405-TAUPE METALLIC,Pintado 1
177,130.0,1569.1,3225.77,1.84,24.81,22.57,2.24,2.24,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-04-210405-TAUPE METALLICPintado 1,2022-04-21,0405-TAUPE METALLIC,Pintado 1
178,120.0,1448.4,2385.68,1.29,19.88,22.57,2.69,-2.69,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-04-040405-TAUPE METALLICPintado 1,2022-04-04,0405-TAUPE METALLIC,Pintado 1
179,120.0,1448.4,2795.33,1.86,23.29,22.57,0.72,0.72,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-04-170405-TAUPE METALLICPintado 1,2022-04-17,0405-TAUPE METALLIC,Pintado 1
180,110.0,1327.7,2872.6,1.87,26.11,22.57,3.54,3.54,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-04-200405-TAUPE METALLICPintado 1,2022-04-20,0405-TAUPE METALLIC,Pintado 1
181,300.0,3621.0,6128.66,3.77,20.43,22.57,2.14,-2.14,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-05-210405-TAUPE METALLICPintado 1,2022-05-21,0405-TAUPE METALLIC,Pintado 1
182,340.0,4103.8,7598.83,5.24,22.35,22.57,0.5,-0.22,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-05-130405-TAUPE METALLICPintado 1,2022-05-13,0405-TAUPE METALLIC,Pintado 1
183,240.0,2896.8,5603.99,4.03,23.35,22.57,0.78,0.78,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-05-160405-TAUPE METALLICPintado 1,2022-05-16,0405-TAUPE METALLIC,Pintado 1
184,100.0,1207.0,2661.28,2.41,26.61,22.57,4.04,4.04,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-05-290405-TAUPE METALLICPintado 1,2022-05-29,0405-TAUPE METALLIC,Pintado 1
185,290.0,3500.3,6517.86,3.61,22.48,22.57,0.5,-0.1,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-06-030405-TAUPE METALLICPintado 1,2022-06-03,0405-TAUPE METALLIC,Pintado 1
186,611.0,7374.77,16260.42,8.45,26.61,22.57,4.04,4.04,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-06-280405-TAUPE METALLICPintado 1,2022-06-28,0405-TAUPE METALLIC,Pintado 1
187,280.0,3469.2,7449.9,4.73,26.61,22.57,4.03,4.03,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-07-290405-TAUPE METALLICPintado 1,2022-07-29,0405-TAUPE METALLIC,Pintado 1
188,355.0,4398.45,6547.22,4.68,18.44,22.57,4.13,-4.13,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-07-250405-TAUPE METALLICPintado 1,2022-07-25,0405-TAUPE METALLIC,Pintado 1
189,200.0,2478.0,5574.01,4.57,27.87,22.57,5.3,5.3,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-07-130405-TAUPE METALLICPintado 1,2022-07-13,0405-TAUPE METALLIC,Pintado 1
190,280.0,3469.2,6019.56,3.21,21.5,22.57,1.07,-1.07,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-07-210405-TAUPE METALLICPintado 1,2022-07-21,0405-TAUPE METALLIC,Pintado 1
191,260.0,3221.4,6664.06,4.72,25.63,22.57,3.06,3.06,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-08-100405-TAUPE METALLICPintado 1,2022-08-10,0405-TAUPE METALLIC,Pintado 1
192,295.0,3655.05,6351.28,4.68,21.53,22.57,1.04,-1.04,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-09-070405-TAUPE METALLICPintado 1,2022-09-07,0405-TAUPE METALLIC,Pintado 1
193,785.0,9726.15,18360.29,9.89,23.39,22.57,0.82,0.82,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-09-020405-TAUPE METALLICPintado 1,2022-09-02,0405-TAUPE METALLIC,Pintado 1
194,110.0,1362.9,2324.46,1.29,21.13,22.57,1.44,-1.44,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-09-220405-TAUPE METALLICPintado 1,2022-09-22,0405-TAUPE METALLIC,Pintado 1
195,225.0,2787.75,5773.57,4.21,25.66,22.57,3.09,3.09,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2022-10-250405-TAUPE METALLICPintado 1,2022-10-25,0405-TAUPE METALLIC,Pintado 1
196,60.0,435.55,2226.72,1.29,19.46,22.57,3.11,-3.11,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2023-08-090405-TAUPE METALLICPintado 1,2023-08-09,0405-TAUPE METALLIC,Pintado 1
197,400.0,4960.0,10724.86,5.42,26.81,22.57,4.24,4.24,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2023-08-160405-TAUPE METALLICPintado 1,2023-08-16,0405-TAUPE METALLIC,Pintado 1
198,270.0,3348.0,6744.49,5.94,24.98,22.57,2.41,2.41,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2023-11-280405-TAUPE METALLICPintado 1,2023-11-28,0405-TAUPE METALLIC,Pintado 1
199,503.0,6237.2,11419.17,5.58,22.7,22.57,0.5,0.13,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2023-12-110405-TAUPE METALLICPintado 1,2023-12-11,0405-TAUPE METALLIC,Pintado 1
200,170.0,2075.7,3835.27,2.95,22.56,22.57,0.5,-0.01,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,0,2024-01-070405-TAUPE METALLICPintado 1,2024-01-07,0405-TAUPE METALLIC,Pintado 1
201,70.0,844.9,2226.72,1.77,29.8,22.57,7.23,7.23,1.05,,,58.0,47.0,240.5,22.0,27.5,23.62,1,2021-11-230405-TAUPE METALLICPintado 2,2021-11-23,0405-TAUPE METALLIC,Pintado 2
202,340.0,3957.6,8077.84,7.23,23.76,23.62,0.5,0.14,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-08-120443-PRIVATE LABEL GRAYPintado 1,2021-08-12,0443-PRIVATE LABEL GRAY,Pintado 1
203,250.0,2910.0,5284.01,2.37,21.14,23.62,2.49,-2.49,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-08-210443-PRIVATE LABEL GRAYPintado 1,2021-08-21,0443-PRIVATE LABEL GRAY,Pintado 1
204,275.0,3201.0,6376.28,4.43,23.19,23.62,0.5,-0.44,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-08-110443-PRIVATE LABEL GRAYPintado 1,2021-08-11,0443-PRIVATE LABEL GRAY,Pintado 1
205,165.0,1920.6,3298.02,2.19,19.99,23.62,3.63,-3.63,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-08-190443-PRIVATE LABEL GRAYPintado 1,2021-08-19,0443-PRIVATE LABEL GRAY,Pintado 1
206,400.0,4656.0,8817.1,10.54,22.04,23.62,1.58,-1.58,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-09-030443-PRIVATE LABEL GRAYPintado 1,2021-09-03,0443-PRIVATE LABEL GRAY,Pintado 1
207,560.0,6518.4,12026.72,7.43,21.48,23.62,2.15,-2.15,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-09-200443-PRIVATE LABEL GRAYPintado 1,2021-09-20,0443-PRIVATE LABEL GRAY,Pintado 1
208,1600.0,14957.5,42919.67,35.6,24.75,23.62,1.13,1.13,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-09-140443-PRIVATE LABEL GRAYPintado 1,2021-09-14,0443-PRIVATE LABEL GRAY,Pintado 1
209,150.0,1746.0,3235.12,2.2,21.57,23.62,2.05,-2.05,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-09-130443-PRIVATE LABEL GRAYPintado 1,2021-09-13,0443-PRIVATE LABEL GRAY,Pintado 1
210,215.0,2502.6,5756.28,3.66,26.77,23.62,3.15,3.15,1.11,,,57.0,47.0,236.5,22.0,22.5,23.62,0,2021-09-150443-PRIVATE LABEL GRAYPintado 1,2021-09-15,0443-PRIVATE LABEL GRAY,Pintado 1
